timestamp,device_id,src_ip,dst_ip,protocol,packet_size_bytes,flow_duration_ms,direction,label
2024-06-02T07:23:22,device_04,10.0.0.114,197.210.106.196,UDP,1266,150,inbound,benign
2024-06-02T09:35:14,device_13,10.0.0.180,191.139.213.82,HTTP,1018,235,inbound,Mirai
2024-06-02T09:47:32,device_08,10.0.0.27,85.89.104.181,HTTP,112,126,outbound,benign
2024-06-02T10:16:15,device_08,10.0.0.243,45.230.49.10,UDP,444,216,inbound,benign
2024-06-02T11:21:23,device_09,10.0.0.102,120.198.179.239,HTTP,372,439,inbound,benign
2024-06-02T12:37:05,device_13,10.0.0.20,126.248.113.168,HTTP,701,294,outbound,benign
2024-06-02T13:22:14,device_02,10.0.0.230,135.21.240.208,MQTT,891,278,inbound,benign
2024-06-02T13:54:23,device_02,10.0.0.72,150.216.246.246,HTTPS,99,285,inbound,benign
2024-06-02T15:53:07,device_15,10.0.0.4,185.88.211.143,HTTP,864,276,inbound,benign
2024-06-02T16:44:24,device_15,10.0.0.67,107.189.165.208,MQTT,1249,171,inbound,benign
2024-06-02T20:37:11,device_04,10.0.0.145,20.32.215.36,MQTT,1205,180,inbound,benign
2024-06-02T20:43:30,device_14,10.0.0.137,94.175.254.197,TCP,997,155,inbound,benign
2024-06-02T21:00:42,device_01,10.0.0.134,146.46.62.65,TCP,891,409,inbound,benign
2024-06-02T21:02:11,device_06,10.0.0.65,214.113.223.71,MQTT,335,348,outbound,benign
2024-06-02T21:23:59,device_09,10.0.0.28,41.137.129.205,TCP,817,225,inbound,benign
2024-06-02T21:47:01,device_08,10.0.0.36,69.201.193.187,TCP,658,436,outbound,benign
2024-06-02T22:06:30,device_07,10.0.0.21,188.185.20.107,HTTPS,408,305,outbound,benign
2024-06-02T22:10:37,device_07,10.0.0.58,45.181.16.249,UDP,308,430,inbound,benign
2024-06-02T22:17:18,device_10,10.0.0.171,92.196.173.218,HTTPS,582,460,outbound,benign
2024-06-03T00:08:52,device_02,10.0.0.190,111.40.113.46,TCP,736,82,inbound,benign
2024-06-03T01:32:14,device_05,10.0.0.74,132.26.161.192,HTTPS,556,30,outbound,benign
2024-06-03T02:57:11,device_06,10.0.0.52,184.102.206.41,HTTP,580,430,outbound,benign
2024-06-03T03:37:46,device_11,10.0.0.115,28.164.56.230,HTTPS,379,179,inbound,benign
2024-06-03T03:59:25,device_08,10.0.0.251,110.40.224.168,TCP,150,220,inbound,Mirai
2024-06-03T04:13:06,device_05,10.0.0.181,61.102.48.138,HTTP,737,49,inbound,benign
2024-06-03T05:09:26,device_12,10.0.0.28,180.40.237.97,MQTT,495,421,inbound,DDoS
2024-06-03T06:06:35,device_06,10.0.0.250,24.231.166.243,HTTPS,324,109,inbound,benign
2024-06-03T07:00:25,device_07,10.0.0.2,157.29.198.197,HTTPS,305,439,inbound,benign
2024-06-03T08:19:18,device_02,10.0.0.224,138.35.98.14,UDP,478,65,inbound,benign
2024-06-03T08:25:04,device_05,10.0.0.211,43.159.190.10,MQTT,1424,382,outbound,benign
2024-06-03T10:36:52,device_08,10.0.0.67,91.125.208.14,UDP,521,389,outbound,benign
2024-06-03T12:28:07,device_08,10.0.0.52,70.191.9.4,HTTP,590,439,outbound,benign
2024-06-03T12:32:23,device_05,10.0.0.231,186.171.233.86,HTTPS,1199,405,outbound,benign
2024-06-03T13:14:18,device_15,10.0.0.103,149.210.221.71,HTTP,689,52,outbound,benign
2024-06-03T13:29:41,device_09,10.0.0.227,48.225.84.59,TCP,1113,330,outbound,benign
2024-06-03T14:30:32,device_10,10.0.0.68,113.92.6.121,HTTPS,1387,165,outbound,benign
2024-06-03T14:41:44,device_05,10.0.0.94,46.120.178.103,UDP,340,479,outbound,benign
2024-06-03T14:42:19,device_05,10.0.0.65,216.157.251.66,TCP,394,163,inbound,Recon
2024-06-03T15:01:57,device_01,10.0.0.61,28.101.42.94,TCP,1124,443,outbound,benign
2024-06-03T16:16:40,device_08,10.0.0.39,95.16.156.83,UDP,675,475,inbound,benign
2024-06-03T17:00:12,device_03,10.0.0.206,86.7.187.201,MQTT,1013,444,inbound,benign
2024-06-03T17:47:51,device_03,10.0.0.83,37.170.96.130,HTTP,585,387,inbound,benign
2024-06-03T18:18:28,device_10,10.0.0.135,43.3.192.168,UDP,1468,412,outbound,benign
2024-06-03T19:06:53,device_07,10.0.0.190,65.179.117.62,UDP,802,14,inbound,Recon
2024-06-03T19:21:26,device_11,10.0.0.151,215.21.49.55,HTTPS,74,193,outbound,DDoS
2024-06-03T19:57:29,device_04,10.0.0.116,152.86.15.59,MQTT,907,268,inbound,benign
2024-06-03T21:19:31,device_06,10.0.0.222,131.43.68.216,TCP,1277,267,inbound,benign
2024-06-04T01:01:32,device_05,10.0.0.41,220.107.123.209,UDP,1476,266,inbound,benign
2024-06-04T02:17:28,device_04,10.0.0.37,163.192.112.173,UDP,603,241,inbound,benign
2024-06-04T02:18:41,device_11,10.0.0.118,208.114.85.244,HTTP,1033,241,outbound,Mirai
2024-06-04T03:01:51,device_04,10.0.0.43,175.178.5.19,HTTP,495,195,outbound,benign
2024-06-04T03:17:06,device_05,10.0.0.5,162.164.146.63,HTTP,1074,334,outbound,benign
2024-06-04T03:19:41,device_09,10.0.0.152,181.74.29.61,HTTPS,1205,440,inbound,benign
2024-06-04T04:13:08,device_14,10.0.0.29,123.68.135.187,MQTT,885,188,inbound,benign
2024-06-04T04:20:29,device_01,10.0.0.119,63.143.88.235,HTTPS,461,291,inbound,benign
2024-06-04T05:31:15,device_12,10.0.0.238,138.244.153.3,HTTP,659,306,inbound,benign
2024-06-04T05:41:12,device_08,10.0.0.239,188.75.238.175,UDP,1131,495,outbound,benign
2024-06-04T05:57:18,device_06,10.0.0.13,46.44.219.69,TCP,1337,280,inbound,benign
2024-06-04T06:35:10,device_02,10.0.0.120,107.98.227.3,UDP,100,389,outbound,benign
2024-06-04T06:53:15,device_04,10.0.0.66,168.156.140.109,HTTP,774,236,outbound,benign
2024-06-04T10:58:39,device_13,10.0.0.8,161.253.33.71,TCP,1205,216,inbound,benign
2024-06-04T11:42:51,device_06,10.0.0.236,190.5.250.149,TCP,151,322,outbound,benign
2024-06-04T12:33:11,device_05,10.0.0.253,127.194.184.114,TCP,933,425,outbound,benign
2024-06-04T13:59:04,device_11,10.0.0.94,195.175.190.87,TCP,274,248,inbound,benign
2024-06-04T14:23:14,device_06,10.0.0.102,168.152.65.27,TCP,1102,247,outbound,benign
2024-06-04T16:04:55,device_12,10.0.0.45,34.255.222.166,MQTT,1218,440,inbound,benign
2024-06-04T17:30:05,device_10,10.0.0.112,41.226.99.151,HTTPS,994,1,outbound,benign
2024-06-04T17:54:32,device_04,10.0.0.52,106.23.132.229,UDP,637,435,inbound,benign
2024-06-04T18:43:10,device_10,10.0.0.10,151.170.166.28,TCP,1070,323,outbound,benign
2024-06-04T19:29:44,device_14,10.0.0.87,200.15.128.17,HTTP,546,255,inbound,benign
2024-06-04T21:19:00,device_10,10.0.0.230,52.13.26.88,HTTP,422,204,inbound,benign
2024-06-04T22:42:14,device_01,10.0.0.79,84.221.155.98,TCP,363,371,inbound,benign
2024-06-05T00:29:24,device_13,10.0.0.254,58.3.67.199,HTTP,1126,125,outbound,benign
2024-06-05T01:08:21,device_05,10.0.0.150,180.42.12.13,MQTT,1403,461,inbound,benign
2024-06-05T02:33:40,device_13,10.0.0.53,32.205.193.79,HTTP,1242,430,outbound,benign
2024-06-05T02:43:17,device_11,10.0.0.63,219.84.71.115,UDP,426,290,inbound,benign
2024-06-05T02:46:42,device_01,10.0.0.186,64.73.8.148,TCP,1500,498,inbound,benign
2024-06-05T03:28:52,device_11,10.0.0.153,216.77.56.93,UDP,986,488,inbound,benign
2024-06-05T04:09:03,device_04,10.0.0.172,45.10.143.49,MQTT,1420,254,outbound,benign
2024-06-05T05:01:53,device_10,10.0.0.194,52.71.55.103,HTTPS,1263,234,outbound,benign
2024-06-05T06:18:47,device_13,10.0.0.234,92.96.103.164,TCP,552,138,inbound,Recon
2024-06-05T06:33:49,device_11,10.0.0.15,129.116.186.199,HTTP,807,288,inbound,benign
2024-06-05T08:30:09,device_05,10.0.0.240,13.155.227.98,HTTPS,386,50,inbound,benign
2024-06-05T09:51:01,device_06,10.0.0.160,194.77.28.133,UDP,538,173,inbound,benign
2024-06-05T11:02:44,device_13,10.0.0.85,161.183.37.157,MQTT,1191,144,outbound,benign
2024-06-05T11:32:35,device_11,10.0.0.199,164.78.14.159,HTTPS,221,293,outbound,benign
2024-06-05T12:53:47,device_07,10.0.0.113,124.207.18.104,HTTP,517,153,outbound,benign
2024-06-05T13:51:54,device_03,10.0.0.246,216.143.62.243,UDP,109,25,outbound,benign
2024-06-05T13:52:37,device_10,10.0.0.27,109.196.10.29,TCP,1379,479,inbound,benign
2024-06-05T14:49:46,device_08,10.0.0.169,144.76.203.59,UDP,489,243,inbound,benign
2024-06-05T15:15:54,device_09,10.0.0.251,103.225.105.123,HTTPS,407,64,inbound,Mirai
2024-06-05T15:16:23,device_05,10.0.0.12,58.168.33.7,HTTPS,715,413,outbound,benign
2024-06-05T16:12:18,device_02,10.0.0.94,65.165.122.72,HTTP,901,16,outbound,benign
2024-06-05T16:28:21,device_06,10.0.0.241,94.67.198.221,HTTPS,921,188,inbound,benign
2024-06-05T16:55:45,device_10,10.0.0.199,123.33.243.153,HTTP,1239,450,outbound,benign
2024-06-05T16:56:22,device_11,10.0.0.220,31.221.185.162,HTTPS,1453,268,outbound,benign
2024-06-05T17:45:25,device_04,10.0.0.178,161.60.1.72,MQTT,318,481,inbound,benign
2024-06-05T19:00:32,device_02,10.0.0.80,158.164.135.217,UDP,968,237,inbound,benign
2024-06-05T21:08:06,device_06,10.0.0.89,94.177.227.39,HTTP,1081,108,inbound,benign
2024-06-05T21:14:23,device_01,10.0.0.85,111.156.14.205,HTTPS,1213,192,inbound,Mirai
2024-06-05T21:35:05,device_02,10.0.0.251,209.127.197.198,HTTP,566,378,inbound,benign
2024-06-05T22:36:32,device_01,10.0.0.2,67.23.176.185,HTTP,1450,207,inbound,benign
2024-06-06T00:12:53,device_03,10.0.0.134,85.190.248.106,MQTT,393,53,inbound,benign
2024-06-06T00:36:09,device_04,10.0.0.108,16.193.224.126,HTTPS,1047,57,inbound,benign
2024-06-06T00:50:41,device_12,10.0.0.66,64.226.115.234,MQTT,1265,280,inbound,benign
2024-06-06T01:02:19,device_11,10.0.0.209,138.207.58.94,TCP,127,49,inbound,benign
2024-06-06T03:42:25,device_06,10.0.0.77,45.129.89.92,TCP,272,45,inbound,benign
2024-06-06T04:09:42,device_12,10.0.0.84,142.102.125.80,TCP,1121,113,outbound,benign
2024-06-06T04:14:10,device_05,10.0.0.67,204.208.21.225,HTTPS,1496,39,outbound,DDoS
2024-06-06T06:51:58,device_06,10.0.0.188,170.188.3.158,MQTT,391,269,inbound,benign
2024-06-06T08:15:06,device_07,10.0.0.29,100.105.228.37,UDP,1387,403,inbound,benign
2024-06-06T08:26:22,device_05,10.0.0.117,65.60.159.188,HTTPS,507,409,outbound,benign
2024-06-06T10:40:39,device_11,10.0.0.132,15.0.135.162,MQTT,1114,356,outbound,DDoS
2024-06-06T12:24:35,device_14,10.0.0.74,165.106.73.211,HTTP,953,152,inbound,benign
2024-06-06T12:52:11,device_15,10.0.0.45,73.197.163.108,UDP,907,23,inbound,benign
2024-06-06T13:37:24,device_08,10.0.0.141,60.249.24.232,HTTP,912,40,outbound,benign
2024-06-06T18:04:28,device_06,10.0.0.64,90.21.106.142,HTTPS,513,97,inbound,benign
2024-06-06T19:11:11,device_09,10.0.0.125,220.218.50.173,UDP,449,414,outbound,benign
2024-06-06T19:11:57,device_15,10.0.0.240,162.121.38.214,HTTPS,261,484,outbound,benign
2024-06-06T19:45:34,device_07,10.0.0.169,93.6.199.55,HTTP,510,34,outbound,benign
2024-06-06T22:12:10,device_10,10.0.0.145,144.52.105.139,MQTT,1185,164,outbound,benign
2024-06-06T23:45:36,device_04,10.0.0.132,17.106.168.32,MQTT,1127,301,outbound,benign
2024-06-07T00:09:08,device_11,10.0.0.50,106.127.158.28,HTTP,928,359,outbound,benign
2024-06-07T01:20:04,device_01,10.0.0.238,110.105.59.237,MQTT,69,464,inbound,benign
2024-06-07T01:41:06,device_15,10.0.0.126,33.3.3.46,TCP,1394,304,outbound,benign
2024-06-07T03:00:37,device_06,10.0.0.64,162.78.201.11,HTTPS,955,249,outbound,DDoS
2024-06-07T03:24:07,device_13,10.0.0.193,216.146.236.85,HTTPS,1207,127,outbound,benign
2024-06-07T05:09:46,device_14,10.0.0.206,21.112.244.137,TCP,596,345,outbound,benign
2024-06-07T05:31:04,device_04,10.0.0.113,211.75.230.222,HTTPS,346,333,outbound,benign
2024-06-07T06:29:09,device_02,10.0.0.123,128.36.167.39,MQTT,625,417,outbound,benign
2024-06-07T07:50:01,device_11,10.0.0.145,43.199.178.162,MQTT,1144,109,outbound,benign
2024-06-07T07:56:59,device_09,10.0.0.36,90.3.153.253,UDP,499,439,outbound,benign
2024-06-07T09:06:21,device_10,10.0.0.240,118.53.254.192,HTTPS,1175,52,outbound,benign
2024-06-07T11:04:03,device_06,10.0.0.86,185.56.213.150,MQTT,1469,323,inbound,benign
2024-06-07T11:25:01,device_06,10.0.0.216,185.162.86.232,HTTPS,810,265,inbound,DDoS
2024-06-07T12:03:24,device_04,10.0.0.161,43.233.29.163,UDP,922,100,outbound,benign
2024-06-07T13:26:06,device_07,10.0.0.174,43.3.32.194,HTTPS,153,359,inbound,benign
2024-06-07T13:35:04,device_10,10.0.0.240,184.46.192.152,UDP,1270,165,outbound,benign
2024-06-07T13:43:07,device_04,10.0.0.44,122.230.179.60,TCP,1499,331,inbound,benign
2024-06-07T14:23:56,device_13,10.0.0.161,212.94.64.17,TCP,608,411,inbound,DDoS
2024-06-07T15:53:34,device_06,10.0.0.144,134.68.56.16,MQTT,799,435,inbound,benign
2024-06-07T16:43:07,device_02,10.0.0.77,69.207.124.79,HTTPS,815,243,outbound,benign
2024-06-07T17:50:37,device_07,10.0.0.37,217.216.7.99,HTTP,636,368,inbound,benign
2024-06-07T17:55:07,device_03,10.0.0.244,188.94.76.16,HTTPS,969,192,outbound,benign
2024-06-07T21:13:00,device_14,10.0.0.117,205.149.174.223,HTTP,382,343,outbound,benign
2024-06-07T21:22:23,device_08,10.0.0.134,70.14.113.13,HTTP,1296,228,outbound,benign
2024-06-07T21:49:45,device_04,10.0.0.149,78.189.184.131,MQTT,855,441,outbound,benign
2024-06-07T22:22:10,device_12,10.0.0.160,104.86.10.84,MQTT,126,307,outbound,benign
2024-06-08T01:46:18,device_03,10.0.0.103,168.168.247.250,HTTP,824,68,outbound,benign
2024-06-08T04:06:05,device_07,10.0.0.186,162.179.156.121,UDP,705,218,outbound,benign
2024-06-08T04:07:02,device_04,10.0.0.194,45.157.89.182,HTTP,683,443,outbound,benign
2024-06-08T04:37:32,device_04,10.0.0.132,51.98.20.27,MQTT,65,400,outbound,benign
2024-06-08T04:38:04,device_05,10.0.0.130,145.255.169.4,MQTT,1011,11,inbound,benign
2024-06-08T05:03:37,device_10,10.0.0.25,52.114.234.94,UDP,78,94,outbound,benign
2024-06-08T05:23:36,device_09,10.0.0.168,178.190.253.123,HTTP,60,457,outbound,benign
2024-06-08T05:33:04,device_15,10.0.0.186,199.145.43.56,HTTP,1302,242,outbound,benign
2024-06-08T07:47:12,device_07,10.0.0.27,124.200.135.149,HTTP,68,16,outbound,benign
2024-06-08T08:52:45,device_05,10.0.0.145,194.115.192.65,HTTPS,254,43,outbound,benign
2024-06-08T11:04:13,device_05,10.0.0.99,64.240.194.100,TCP,1483,345,outbound,benign
2024-06-08T11:31:15,device_04,10.0.0.72,221.128.139.49,HTTP,1009,18,inbound,benign
2024-06-08T13:36:20,device_01,10.0.0.246,106.41.16.132,TCP,1326,156,outbound,benign
2024-06-08T16:03:31,device_01,10.0.0.73,78.35.27.169,TCP,959,87,inbound,benign
2024-06-08T16:40:12,device_03,10.0.0.209,79.88.197.167,HTTP,344,133,outbound,benign
2024-06-08T17:04:39,device_08,10.0.0.244,184.176.173.253,TCP,817,36,inbound,benign
2024-06-08T17:17:11,device_13,10.0.0.45,55.220.83.190,MQTT,1012,374,inbound,benign
2024-06-08T17:40:01,device_12,10.0.0.7,218.194.46.200,MQTT,782,393,inbound,benign
2024-06-08T19:13:26,device_02,10.0.0.23,107.101.69.163,HTTP,110,398,inbound,benign
2024-06-08T19:24:51,device_13,10.0.0.45,214.5.111.164,MQTT,1002,42,inbound,benign
2024-06-08T21:57:19,device_10,10.0.0.41,74.64.242.172,TCP,1215,486,inbound,benign
2024-06-08T23:01:08,device_08,10.0.0.113,198.228.217.23,HTTP,582,179,inbound,benign
2024-06-08T23:02:01,device_09,10.0.0.73,62.245.204.158,HTTPS,389,328,outbound,benign
2024-06-09T00:36:43,device_09,10.0.0.234,142.27.221.125,TCP,1095,369,outbound,Mirai
2024-06-09T03:08:53,device_07,10.0.0.208,89.73.21.118,HTTP,1168,437,inbound,Mirai
2024-06-09T05:21:54,device_08,10.0.0.13,220.125.249.134,TCP,1140,324,outbound,Recon
2024-06-09T06:06:12,device_13,10.0.0.204,99.121.252.240,HTTP,937,223,inbound,benign
2024-06-09T08:13:46,device_05,10.0.0.50,29.11.118.214,HTTPS,1380,172,outbound,benign
2024-06-09T10:43:27,device_08,10.0.0.209,170.233.222.188,HTTP,1029,428,inbound,benign
2024-06-09T10:52:10,device_05,10.0.0.17,143.181.72.6,HTTP,563,105,outbound,benign
2024-06-09T14:18:56,device_13,10.0.0.87,100.173.138.98,MQTT,588,90,outbound,benign
2024-06-09T15:22:33,device_14,10.0.0.223,123.26.43.217,MQTT,1332,226,inbound,benign
2024-06-09T17:13:15,device_07,10.0.0.71,58.75.234.108,MQTT,562,159,outbound,benign
2024-06-09T17:28:49,device_08,10.0.0.70,173.243.73.196,HTTPS,903,217,outbound,benign
2024-06-09T17:35:49,device_04,10.0.0.39,61.165.152.19,HTTPS,73,90,outbound,benign
2024-06-09T17:45:10,device_06,10.0.0.118,218.10.41.146,HTTP,644,443,inbound,Recon
2024-06-09T18:41:02,device_04,10.0.0.174,59.215.180.81,TCP,520,473,inbound,benign
2024-06-09T19:14:23,device_09,10.0.0.32,78.150.200.12,UDP,1299,365,outbound,benign
2024-06-09T19:40:18,device_01,10.0.0.90,165.143.206.234,HTTPS,872,204,inbound,benign
2024-06-09T19:54:30,device_05,10.0.0.120,185.217.194.211,UDP,566,236,outbound,benign
2024-06-09T21:44:01,device_02,10.0.0.109,129.195.172.252,MQTT,1341,200,outbound,Mirai
2024-06-10T01:13:22,device_10,10.0.0.69,99.80.102.197,HTTP,819,292,outbound,benign
2024-06-10T02:54:47,device_09,10.0.0.169,152.152.91.111,HTTP,326,99,inbound,benign
2024-06-10T03:05:17,device_01,10.0.0.9,88.61.106.48,TCP,197,130,outbound,DDoS
2024-06-10T03:10:15,device_12,10.0.0.77,66.51.249.233,HTTP,1005,204,inbound,Mirai
2024-06-10T04:52:50,device_15,10.0.0.221,46.156.134.149,MQTT,448,344,outbound,benign
2024-06-10T07:58:14,device_11,10.0.0.144,165.165.105.16,TCP,323,484,inbound,benign
2024-06-10T08:25:06,device_06,10.0.0.185,69.196.225.160,TCP,324,13,outbound,Recon
2024-06-10T09:22:58,device_10,10.0.0.186,176.88.171.27,HTTP,1436,87,inbound,benign
2024-06-10T09:34:07,device_13,10.0.0.77,50.120.49.102,HTTP,347,109,inbound,benign
2024-06-10T12:56:25,device_08,10.0.0.28,88.212.43.30,UDP,773,160,outbound,benign
2024-06-10T16:26:04,device_09,10.0.0.216,61.189.12.82,TCP,208,471,outbound,benign
2024-06-10T17:33:50,device_15,10.0.0.147,19.38.215.212,HTTPS,87,55,inbound,benign
2024-06-10T18:47:12,device_09,10.0.0.46,100.92.212.61,HTTP,1270,485,outbound,benign
2024-06-10T21:15:37,device_11,10.0.0.129,88.132.214.104,HTTP,132,299,inbound,benign
2024-06-10T21:32:25,device_01,10.0.0.244,29.192.28.157,MQTT,224,151,inbound,benign
2024-06-10T23:44:01,device_09,10.0.0.189,211.72.153.244,TCP,446,422,outbound,benign
2024-06-10T23:55:00,device_13,10.0.0.154,169.58.84.214,HTTPS,985,483,inbound,Recon
2024-06-11T00:15:42,device_06,10.0.0.54,85.218.227.134,UDP,989,152,inbound,benign
2024-06-11T00:51:28,device_12,10.0.0.40,103.160.194.173,TCP,1092,331,outbound,benign
2024-06-11T01:04:41,device_02,10.0.0.60,185.10.137.148,TCP,418,241,outbound,Mirai
2024-06-11T01:18:55,device_05,10.0.0.99,15.243.11.170,TCP,229,151,outbound,benign
2024-06-11T03:07:30,device_06,10.0.0.22,189.244.68.129,HTTPS,1020,365,outbound,benign
2024-06-11T05:08:17,device_09,10.0.0.107,176.130.49.74,HTTPS,902,336,inbound,benign
2024-06-11T07:04:56,device_11,10.0.0.11,99.24.27.141,UDP,148,214,inbound,benign
2024-06-11T10:41:29,device_04,10.0.0.228,168.91.120.95,MQTT,756,257,inbound,benign
2024-06-11T11:31:25,device_04,10.0.0.114,219.178.143.142,TCP,1047,269,inbound,benign
2024-06-11T14:39:27,device_13,10.0.0.172,189.12.15.22,MQTT,397,388,inbound,benign
2024-06-11T15:15:15,device_03,10.0.0.231,201.182.54.35,TCP,477,376,outbound,benign
2024-06-11T16:17:04,device_13,10.0.0.202,74.243.199.120,HTTP,1201,244,outbound,benign
2024-06-11T17:26:55,device_04,10.0.0.214,213.132.75.217,UDP,1036,108,outbound,benign
2024-06-11T18:49:21,device_13,10.0.0.129,72.3.94.242,TCP,1494,436,outbound,benign
2024-06-11T18:59:25,device_14,10.0.0.97,98.70.68.229,HTTP,1031,13,inbound,benign
2024-06-11T20:29:37,device_07,10.0.0.39,137.14.149.236,TCP,1467,50,outbound,benign
2024-06-11T22:30:57,device_15,10.0.0.149,101.153.35.126,MQTT,604,348,inbound,benign
2024-06-12T00:27:36,device_02,10.0.0.13,177.135.107.197,HTTPS,913,317,inbound,benign
2024-06-12T03:09:04,device_01,10.0.0.61,14.44.47.154,HTTP,1377,71,inbound,benign
2024-06-12T03:18:58,device_03,10.0.0.204,59.134.6.108,MQTT,675,454,outbound,benign
2024-06-12T04:11:05,device_05,10.0.0.251,80.120.230.233,UDP,817,299,outbound,benign
2024-06-12T06:04:05,device_06,10.0.0.58,58.176.221.191,UDP,691,347,inbound,benign
2024-06-12T08:00:59,device_10,10.0.0.117,213.157.163.247,UDP,453,401,inbound,benign
2024-06-12T08:05:37,device_05,10.0.0.224,55.205.183.48,HTTP,601,77,outbound,benign
2024-06-12T08:15:46,device_03,10.0.0.239,151.8.37.7,MQTT,269,319,outbound,Recon
2024-06-12T08:22:00,device_03,10.0.0.239,96.196.143.57,MQTT,1423,244,inbound,benign
2024-06-12T09:09:59,device_02,10.0.0.183,115.26.159.157,HTTPS,928,3,inbound,benign
2024-06-12T10:48:50,device_10,10.0.0.176,102.40.180.196,HTTP,1180,226,inbound,benign
2024-06-12T11:36:49,device_10,10.0.0.187,178.196.95.30,HTTPS,446,213,outbound,benign
2024-06-12T12:01:02,device_04,10.0.0.248,94.240.194.92,HTTP,591,7,inbound,benign
2024-06-12T12:07:20,device_02,10.0.0.187,203.89.102.252,UDP,1222,377,outbound,benign
2024-06-12T12:07:52,device_11,10.0.0.71,213.230.251.59,MQTT,1192,482,outbound,benign
2024-06-12T14:28:03,device_14,10.0.0.60,111.173.116.73,HTTP,831,386,outbound,benign
2024-06-12T15:29:25,device_05,10.0.0.120,178.99.85.195,HTTP,1287,421,outbound,benign
2024-06-12T15:34:06,device_11,10.0.0.86,112.223.176.236,TCP,1192,98,outbound,benign
2024-06-12T15:48:24,device_13,10.0.0.242,66.200.217.99,HTTP,528,201,outbound,benign
2024-06-12T17:05:43,device_02,10.0.0.192,78.91.208.171,HTTP,1280,30,outbound,benign
2024-06-12T17:34:24,device_13,10.0.0.69,145.201.119.46,TCP,1481,172,outbound,benign
2024-06-12T20:32:53,device_02,10.0.0.117,90.21.77.14,HTTPS,1096,332,outbound,benign
2024-06-12T21:29:05,device_13,10.0.0.5,152.21.185.102,UDP,125,381,inbound,benign
2024-06-12T21:31:51,device_11,10.0.0.33,55.143.90.200,MQTT,827,138,outbound,benign
2024-06-12T21:44:41,device_02,10.0.0.193,148.110.192.108,HTTP,758,81,outbound,benign
2024-06-12T23:14:18,device_03,10.0.0.179,84.125.188.2,HTTPS,690,225,outbound,benign
2024-06-13T00:03:08,device_04,10.0.0.149,202.220.184.53,TCP,456,472,outbound,benign
2024-06-13T02:20:42,device_01,10.0.0.124,115.218.55.126,HTTP,210,461,inbound,benign
2024-06-13T02:29:37,device_02,10.0.0.49,88.181.238.25,HTTPS,249,467,outbound,benign
2024-06-13T02:33:17,device_06,10.0.0.253,109.84.199.48,HTTPS,299,443,outbound,benign
2024-06-13T04:11:28,device_10,10.0.0.150,26.96.59.114,UDP,254,323,inbound,benign
