timestamp,device_id,sensor_type,value,unit,alert_flag
2024-06-05T23:29:39,device_14,power_draw,128.9,W,1
2024-06-06T01:23:10,device_10,temperature,25.8,°C,0
2024-06-06T02:37:01,device_08,humidity,67.3,%,0
2024-06-06T02:47:25,device_02,humidity,54.2,%,0
2024-06-06T05:57:19,device_14,temperature,21.6,°C,0
2024-06-06T07:05:13,device_07,humidity,44.6,%,0
2024-06-06T07:27:46,device_02,motion,1,boolean,1
2024-06-06T08:05:59,device_06,humidity,73.6,%,1
2024-06-06T11:03:22,device_08,humidity,44.1,%,0
2024-06-06T11:09:40,device_08,humidity,88.1,%,1
2024-06-06T11:12:09,device_13,power_draw,85.2,W,0
2024-06-06T12:05:01,device_07,temperature,19,°C,1
2024-06-06T12:56:28,device_11,temperature,30,°C,0
2024-06-06T13:55:34,device_15,power_draw,19.3,W,0
2024-06-06T15:44:08,device_04,power_draw,83.4,W,0
2024-06-06T16:16:14,device_04,motion,1,boolean,1
2024-06-06T18:28:28,device_14,humidity,69.8,%,0
2024-06-07T00:05:18,device_13,humidity,40.2,%,0
2024-06-07T00:29:16,device_12,motion,1,boolean,1
2024-06-07T00:32:59,device_14,temperature,22.9,°C,0
2024-06-07T01:05:12,device_05,humidity,34.1,%,1
2024-06-07T01:22:31,device_13,power_draw,40.6,W,0
2024-06-07T01:24:53,device_10,temperature,26.3,°C,0
2024-06-07T03:54:50,device_05,motion,1,boolean,1
2024-06-07T04:09:49,device_02,power_draw,6.8,W,0
2024-06-07T06:06:29,device_09,humidity,47.9,%,0
2024-06-07T07:23:34,device_08,temperature,22.6,°C,0
2024-06-07T08:26:21,device_08,temperature,31.1,°C,0
2024-06-07T09:35:28,device_12,power_draw,24.9,W,0
2024-06-07T10:07:49,device_15,humidity,69.8,%,0
2024-06-07T10:12:21,device_04,motion,1,boolean,1
2024-06-07T10:28:31,device_08,humidity,61.5,%,0
2024-06-07T13:07:12,device_01,motion,1,boolean,1
2024-06-07T14:54:06,device_08,power_draw,138.2,W,0
2024-06-07T17:32:31,device_11,temperature,27.4,°C,0
2024-06-07T17:43:05,device_06,humidity,38.9,%,0
2024-06-07T17:58:15,device_05,temperature,25.2,°C,0
2024-06-07T18:58:47,device_13,power_draw,108.7,W,0
2024-06-07T20:54:31,device_12,power_draw,94.1,W,0
2024-06-07T22:15:38,device_14,temperature,34.8,°C,0
2024-06-07T22:34:39,device_07,temperature,22.9,°C,0
2024-06-08T00:55:45,device_07,power_draw,13.9,W,0
2024-06-08T01:37:38,device_08,temperature,18.7,°C,1
2024-06-08T02:07:22,device_13,humidity,67,%,0
2024-06-08T02:23:18,device_13,temperature,21.1,°C,0
2024-06-08T02:32:12,device_11,temperature,24.6,°C,0
2024-06-08T04:00:12,device_04,power_draw,42.2,W,0
2024-06-08T04:23:08,device_14,humidity,86.7,%,1
2024-06-08T04:42:43,device_05,power_draw,94.2,W,0
2024-06-08T05:46:40,device_07,power_draw,81.7,W,0
2024-06-08T07:11:39,device_01,temperature,18.1,°C,1
2024-06-08T08:05:09,device_08,temperature,28.7,°C,0
2024-06-08T10:21:26,device_05,power_draw,82,W,0
2024-06-08T10:35:30,device_10,temperature,27.3,°C,0
2024-06-08T11:37:19,device_04,temperature,26,°C,0
2024-06-08T12:44:16,device_11,power_draw,25.5,W,0
2024-06-08T13:08:01,device_01,power_draw,130.5,W,0
2024-06-08T14:48:12,device_05,power_draw,32.8,W,0
2024-06-08T15:53:07,device_09,humidity,47.8,%,0
2024-06-08T16:57:00,device_05,humidity,76.1,%,1
2024-06-08T17:27:19,device_04,power_draw,8.5,W,0
2024-06-08T18:18:49,device_03,humidity,42.4,%,0
2024-06-08T21:33:25,device_14,humidity,33.6,%,0
2024-06-08T21:46:47,device_12,humidity,87.3,%,0
2024-06-09T00:46:04,device_02,temperature,33.6,°C,0
2024-06-09T01:15:24,device_05,humidity,76.3,%,0
2024-06-09T02:14:50,device_13,humidity,58,%,0
2024-06-09T02:16:53,device_14,humidity,59.8,%,0
2024-06-09T02:34:13,device_04,humidity,86.5,%,0
2024-06-09T02:53:22,device_05,power_draw,46.7,W,0
2024-06-09T04:36:00,device_04,temperature,18.9,°C,1
2024-06-09T06:04:58,device_13,motion,0,boolean,0
2024-06-09T06:48:10,device_01,temperature,23.1,°C,0
2024-06-09T06:52:48,device_07,temperature,27.4,°C,0
2024-06-09T07:10:43,device_15,power_draw,42.1,W,0
2024-06-09T07:22:24,device_13,temperature,20.5,°C,0
2024-06-09T08:17:23,device_07,temperature,29.1,°C,0
2024-06-09T08:33:34,device_07,motion,1,boolean,1
2024-06-09T08:43:45,device_10,motion,1,boolean,1
2024-06-09T09:14:59,device_04,motion,0,boolean,0
2024-06-09T09:39:36,device_09,power_draw,55.8,W,0
2024-06-09T09:55:24,device_06,power_draw,31.8,W,0
2024-06-09T11:43:23,device_15,motion,1,boolean,1
2024-06-09T11:58:59,device_06,humidity,57.6,%,0
2024-06-09T12:20:49,device_12,motion,1,boolean,1
2024-06-09T13:23:03,device_05,temperature,26.6,°C,0
2024-06-09T14:16:04,device_08,power_draw,62.9,W,0
2024-06-09T14:39:54,device_14,power_draw,141.4,W,1
2024-06-09T18:05:46,device_14,motion,1,boolean,1
2024-06-09T18:11:23,device_11,motion,1,boolean,1
2024-06-09T18:33:18,device_13,power_draw,24.3,W,0
2024-06-09T19:59:44,device_02,temperature,25.6,°C,0
2024-06-09T22:18:27,device_01,humidity,56.1,%,0
2024-06-09T22:27:00,device_05,power_draw,116.6,W,0
2024-06-09T22:36:05,device_15,temperature,18.6,°C,1
2024-06-10T00:07:45,device_03,power_draw,39,W,0
2024-06-10T00:11:52,device_13,temperature,29.9,°C,0
2024-06-10T00:12:42,device_14,temperature,25.7,°C,0
2024-06-10T00:16:38,device_01,power_draw,78.4,W,0
2024-06-10T00:27:11,device_07,temperature,23.3,°C,0
2024-06-10T01:23:58,device_07,motion,1,boolean,1
2024-06-10T01:37:10,device_07,temperature,26.9,°C,0
2024-06-10T03:48:39,device_06,motion,0,boolean,0
2024-06-10T05:10:12,device_07,motion,1,boolean,1
2024-06-10T06:26:37,device_14,power_draw,112.1,W,0
2024-06-10T06:45:40,device_02,power_draw,36.3,W,0
2024-06-10T08:14:40,device_06,temperature,26.6,°C,0
2024-06-10T12:04:55,device_13,motion,1,boolean,1
2024-06-10T12:24:47,device_10,temperature,29.4,°C,0
2024-06-10T14:29:06,device_12,power_draw,129.7,W,1
2024-06-10T14:33:42,device_08,temperature,32.7,°C,0
2024-06-10T15:48:00,device_11,motion,0,boolean,0
2024-06-10T15:58:05,device_05,humidity,88.9,%,1
2024-06-10T16:00:10,device_11,humidity,71.3,%,1
2024-06-10T16:48:05,device_07,motion,0,boolean,0
2024-06-10T17:20:58,device_04,motion,0,boolean,0
2024-06-10T17:43:16,device_12,motion,0,boolean,0
2024-06-10T19:57:45,device_12,power_draw,139.3,W,1
2024-06-10T20:04:56,device_10,temperature,30.4,°C,0
2024-06-10T20:32:46,device_11,humidity,65.7,%,0
2024-06-10T21:15:49,device_10,temperature,33.8,°C,1
2024-06-10T21:38:44,device_02,temperature,25.4,°C,0
2024-06-10T21:45:54,device_03,humidity,40.7,%,0
2024-06-10T23:52:26,device_08,humidity,77.4,%,1
2024-06-11T02:23:07,device_04,temperature,26.3,°C,0
2024-06-11T03:38:40,device_05,humidity,72,%,0
2024-06-11T03:43:55,device_12,power_draw,63.1,W,0
2024-06-11T05:06:10,device_15,power_draw,4.3,W,0
2024-06-11T05:10:57,device_15,humidity,78.9,%,0
2024-06-11T05:29:07,device_10,power_draw,16.3,W,0
2024-06-11T09:54:57,device_11,motion,1,boolean,1
2024-06-11T12:18:25,device_08,humidity,48.3,%,0
2024-06-11T12:49:34,device_15,power_draw,55.1,W,0
2024-06-11T14:12:15,device_09,temperature,20.6,°C,0
2024-06-11T15:15:11,device_12,humidity,74.1,%,0
2024-06-11T15:59:14,device_13,temperature,26,°C,0
2024-06-11T16:26:32,device_02,motion,0,boolean,0
2024-06-11T17:08:49,device_15,motion,1,boolean,1
2024-06-11T20:45:53,device_06,temperature,19.5,°C,1
2024-06-11T21:07:23,device_15,humidity,39.5,%,0
2024-06-11T21:22:34,device_10,power_draw,16,W,0
2024-06-11T21:52:24,device_03,humidity,79.5,%,1
2024-06-11T21:52:45,device_10,power_draw,70.4,W,0
2024-06-11T23:25:42,device_15,power_draw,8.7,W,0
2024-06-12T01:09:47,device_03,humidity,43.5,%,0
2024-06-12T01:13:08,device_06,motion,0,boolean,0
2024-06-12T01:30:08,device_03,motion,0,boolean,0
2024-06-12T01:53:02,device_03,motion,1,boolean,1
2024-06-12T01:56:38,device_11,humidity,72.7,%,0
2024-06-12T02:06:51,device_04,temperature,20.6,°C,0
2024-06-12T03:01:31,device_04,power_draw,145.5,W,1
2024-06-12T04:32:50,device_02,power_draw,5.5,W,0
2024-06-12T04:33:57,device_09,humidity,44.3,%,0
2024-06-12T04:47:35,device_13,power_draw,82.8,W,0
2024-06-12T05:59:38,device_03,humidity,65.8,%,0
2024-06-12T07:16:34,device_10,temperature,24.5,°C,0
2024-06-12T08:02:31,device_07,temperature,29.4,°C,0
2024-06-12T09:14:14,device_13,motion,0,boolean,0
2024-06-12T09:35:52,device_04,power_draw,103.9,W,0
2024-06-12T12:10:22,device_14,motion,0,boolean,0
2024-06-12T12:43:09,device_11,temperature,28.5,°C,0
2024-06-12T13:01:55,device_02,humidity,42.4,%,0
2024-06-12T14:39:57,device_12,motion,0,boolean,0
2024-06-12T15:11:05,device_09,temperature,18.8,°C,1
2024-06-12T17:07:11,device_03,motion,1,boolean,1
2024-06-12T18:30:35,device_07,power_draw,115.4,W,0
2024-06-12T19:26:43,device_11,power_draw,70.9,W,0
2024-06-13T00:28:27,device_15,motion,0,boolean,0
2024-06-13T00:45:10,device_15,temperature,20.9,°C,0
2024-06-13T04:10:16,device_12,power_draw,66.3,W,0
2024-06-13T04:24:00,device_15,motion,1,boolean,1
2024-06-13T05:21:53,device_08,humidity,88.1,%,1
2024-06-13T07:07:02,device_12,power_draw,15.8,W,0
2024-06-13T09:07:17,device_03,power_draw,136.2,W,0
2024-06-13T09:52:35,device_08,motion,0,boolean,0
2024-06-13T10:09:14,device_06,power_draw,20.6,W,0
2024-06-13T10:14:45,device_08,motion,0,boolean,0
2024-06-13T10:41:21,device_14,motion,0,boolean,0
2024-06-13T11:16:45,device_01,humidity,58.9,%,0
2024-06-13T11:51:09,device_10,temperature,23.6,°C,0
2024-06-13T13:32:00,device_09,temperature,20.3,°C,0
2024-06-13T15:11:40,device_12,temperature,30,°C,0
2024-06-13T16:12:34,device_02,humidity,66,%,0
2024-06-13T16:19:49,device_02,humidity,77.3,%,0
2024-06-13T16:50:09,device_07,humidity,37.7,%,0
2024-06-13T19:33:42,device_04,temperature,26,°C,0
2024-06-13T20:26:46,device_09,humidity,43.9,%,0
2024-06-13T20:33:43,device_02,power_draw,88.1,W,0
2024-06-13T21:52:57,device_13,humidity,32,%,0
2024-06-13T22:05:45,device_08,temperature,29.2,°C,0
2024-06-14T00:42:08,device_12,power_draw,2.3,W,0
2024-06-14T01:27:11,device_07,power_draw,27.8,W,0
2024-06-14T01:49:53,device_03,temperature,23.9,°C,0
2024-06-14T03:41:51,device_11,temperature,24.8,°C,0
2024-06-14T03:48:33,device_14,humidity,46.2,%,0
2024-06-14T04:23:43,device_12,humidity,38.1,%,0
2024-06-14T04:25:00,device_04,humidity,80.4,%,1
2024-06-14T07:29:06,device_12,power_draw,147.1,W,1
2024-06-14T08:31:17,device_13,power_draw,145.9,W,1
2024-06-14T09:02:59,device_10,motion,1,boolean,1
2024-06-14T09:14:18,device_14,humidity,59.5,%,0
2024-06-14T10:39:38,device_02,power_draw,40.5,W,0
2024-06-14T12:07:04,device_15,humidity,46.9,%,0
2024-06-14T14:32:45,device_08,motion,1,boolean,1
2024-06-14T15:23:01,device_02,humidity,89.4,%,1
2024-06-14T16:18:58,device_01,humidity,89.9,%,1
2024-06-14T18:23:21,device_06,temperature,31.5,°C,0
2024-06-14T18:53:19,device_05,humidity,83,%,0
2024-06-14T19:43:31,device_02,temperature,24.4,°C,0
2024-06-14T21:37:03,device_12,temperature,31.8,°C,0
2024-06-14T21:50:46,device_09,temperature,23.6,°C,0
2024-06-14T22:11:06,device_06,temperature,27.9,°C,0
2024-06-14T23:36:39,device_10,humidity,51.4,%,0
2024-06-15T00:01:13,device_10,motion,1,boolean,1
2024-06-15T02:45:56,device_06,motion,1,boolean,1
2024-06-15T02:57:33,device_06,motion,0,boolean,0
2024-06-15T08:37:32,device_02,power_draw,69.8,W,0
2024-06-15T10:13:01,device_08,humidity,58.8,%,0
2024-06-15T10:33:52,device_06,humidity,87.7,%,0
2024-06-15T10:34:52,device_07,temperature,21,°C,0
2024-06-15T11:25:11,device_03,humidity,62,%,0
2024-06-15T11:37:33,device_14,motion,1,boolean,1
2024-06-15T12:16:54,device_03,power_draw,26.7,W,0
2024-06-15T12:43:29,device_15,motion,0,boolean,0
2024-06-15T13:21:04,device_08,power_draw,130.9,W,1
2024-06-15T16:17:28,device_13,temperature,20.7,°C,0
2024-06-15T18:42:37,device_07,motion,1,boolean,1
2024-06-15T22:22:57,device_13,temperature,21.3,°C,0
2024-06-15T23:54:45,device_08,humidity,42.5,%,0
2024-06-16T02:44:32,device_13,humidity,69,%,0
2024-06-16T03:26:46,device_07,humidity,31.9,%,0
2024-06-16T03:40:34,device_11,motion,0,boolean,0
2024-06-16T03:42:04,device_14,temperature,23.4,°C,0
2024-06-16T04:26:43,device_01,power_draw,124.2,W,0
2024-06-16T05:15:31,device_09,power_draw,126.5,W,1
2024-06-16T06:23:50,device_05,motion,1,boolean,1
2024-06-16T06:23:51,device_13,motion,1,boolean,1
2024-06-16T06:38:44,device_12,motion,1,boolean,1
2024-06-16T07:11:02,device_13,power_draw,104.2,W,0
2024-06-16T08:56:01,device_03,power_draw,131.6,W,0
2024-06-16T09:09:37,device_11,humidity,58.4,%,0
2024-06-16T09:42:53,device_14,temperature,22.8,°C,0
2024-06-16T10:20:09,device_06,motion,1,boolean,1
2024-06-16T10:34:13,device_06,motion,1,boolean,1
2024-06-16T13:52:01,device_15,temperature,23.3,°C,0
2024-06-16T14:04:34,device_15,humidity,63.1,%,0
2024-06-16T14:07:49,device_03,humidity,58.4,%,0
2024-06-16T15:43:16,device_13,humidity,62.6,%,0
2024-06-16T17:11:40,device_02,motion,1,boolean,1
2024-06-16T17:47:17,device_10,motion,1,boolean,1
2024-06-16T17:49:39,device_02,power_draw,59.8,W,0
2024-06-16T18:04:59,device_13,motion,0,boolean,0
2024-06-16T18:10:09,device_09,motion,0,boolean,0
2024-06-16T19:59:01,device_02,temperature,27.2,°C,0
2024-06-16T20:04:19,device_04,motion,1,boolean,1
2024-06-16T21:17:58,device_03,power_draw,39.6,W,0
2024-06-16T22:34:28,device_01,motion,0,boolean,0
2024-06-17T00:35:57,device_15,power_draw,109.2,W,0
2024-06-17T02:34:09,device_12,humidity,49.2,%,0
2024-06-17T02:59:32,device_04,motion,0,boolean,0
2024-06-17T03:14:46,device_04,temperature,28,°C,0
2024-06-17T04:21:53,device_12,humidity,49.5,%,0
2024-06-17T05:57:15,device_06,temperature,32.4,°C,1
2024-06-17T11:52:04,device_13,motion,0,boolean,0
2024-06-17T12:32:55,device_05,temperature,34.5,°C,1
2024-06-17T19:26:58,device_07,temperature,21.3,°C,0
2024-06-17T19:50:38,device_03,humidity,65,%,0
2024-06-17T21:01:32,device_14,temperature,30,°C,0
2024-06-17T21:04:27,device_03,temperature,34.4,°C,1
2024-06-17T21:09:55,device_09,temperature,25.4,°C,0
2024-06-17T21:58:38,device_09,humidity,86.7,%,0
2024-06-17T22:31:48,device_14,temperature,29.8,°C,0
2024-06-17T22:39:17,device_02,humidity,36.1,%,0
2024-06-18T00:05:29,device_04,temperature,25.5,°C,0
2024-06-18T01:09:00,device_15,power_draw,92,W,0
2024-06-18T01:09:09,device_07,temperature,23.2,°C,0
2024-06-18T01:55:44,device_13,motion,1,boolean,1
2024-06-18T02:31:56,device_05,temperature,31.1,°C,1
2024-06-18T03:00:22,device_11,power_draw,82.4,W,0
2024-06-18T03:37:04,device_02,temperature,26.4,°C,0
2024-06-18T04:21:05,device_04,temperature,33.3,°C,0
2024-06-18T04:38:42,device_10,power_draw,85.5,W,0
2024-06-18T04:42:59,device_15,motion,0,boolean,0
2024-06-18T04:47:07,device_10,temperature,29.7,°C,0
2024-06-18T05:12:44,device_06,power_draw,89,W,0
2024-06-18T05:27:55,device_12,humidity,66.8,%,0
2024-06-18T05:45:39,device_10,temperature,29.1,°C,0
2024-06-18T05:52:08,device_02,power_draw,41.8,W,0
2024-06-18T06:27:48,device_08,temperature,28.2,°C,0
2024-06-18T06:45:33,device_13,power_draw,30.2,W,0
2024-06-18T07:19:15,device_07,power_draw,134.4,W,1
2024-06-18T07:36:18,device_02,power_draw,8.6,W,0
2024-06-18T08:16:11,device_07,humidity,44.5,%,0
2024-06-18T09:38:06,device_09,power_draw,118.4,W,0
2024-06-18T13:45:45,device_15,motion,1,boolean,1
2024-06-18T14:12:44,device_07,power_draw,59.1,W,0
2024-06-18T15:09:26,device_02,power_draw,20.5,W,0
2024-06-18T15:29:59,device_02,motion,1,boolean,1
2024-06-18T15:35:45,device_11,humidity,50,%,0
2024-06-18T17:34:49,device_12,temperature,25.2,°C,0
2024-06-18T20:17:57,device_15,temperature,21,°C,0
2024-06-18T20:24:54,device_10,motion,0,boolean,0
2024-06-18T20:29:57,device_15,power_draw,119.6,W,0
2024-06-18T21:21:56,device_06,motion,0,boolean,0
2024-06-18T21:24:05,device_14,motion,1,boolean,1
2024-06-18T21:24:06,device_02,temperature,19.9,°C,1
2024-06-18T22:58:10,device_05,motion,1,boolean,1
2024-06-18T22:59:49,device_04,humidity,39.5,%,0
2024-06-19T00:21:07,device_14,temperature,31.3,°C,1
2024-06-19T01:04:18,device_09,motion,0,boolean,0
2024-06-19T01:29:48,device_01,temperature,21,°C,0
2024-06-19T03:26:06,device_02,humidity,68,%,0
2024-06-19T04:22:51,device_05,power_draw,124.3,W,0
2024-06-19T05:47:59,device_08,motion,0,boolean,0
2024-06-19T06:04:35,device_06,temperature,20.4,°C,0
2024-06-19T06:12:48,device_10,power_draw,16.1,W,0
2024-06-19T06:42:17,device_09,humidity,31.3,%,1
2024-06-19T08:15:40,device_04,humidity,70.7,%,0
2024-06-19T08:34:37,device_01,humidity,82,%,1
2024-06-19T08:38:37,device_04,motion,1,boolean,1
2024-06-19T08:50:42,device_14,power_draw,59.2,W,0
2024-06-19T08:57:21,device_02,temperature,18.3,°C,1
2024-06-19T10:33:20,device_03,temperature,21.3,°C,0
2024-06-19T12:20:48,device_02,motion,0,boolean,0
2024-06-19T14:00:18,device_03,humidity,64.6,%,0
2024-06-19T14:58:10,device_15,motion,1,boolean,1
2024-06-19T15:14:14,device_08,temperature,19.1,°C,1
2024-06-19T15:51:51,device_14,power_draw,28.3,W,0
2024-06-19T16:07:04,device_13,humidity,56,%,0
2024-06-19T16:18:15,device_09,temperature,32.4,°C,0
2024-06-19T16:49:33,device_08,motion,1,boolean,1
2024-06-19T18:20:32,device_01,power_draw,41.8,W,0
2024-06-19T21:23:15,device_14,temperature,28.3,°C,0
2024-06-19T23:07:54,device_09,motion,0,boolean,0
2024-06-20T01:02:30,device_07,power_draw,99.4,W,0
2024-06-20T02:16:59,device_12,motion,1,boolean,1
2024-06-20T02:24:37,device_03,motion,1,boolean,1
2024-06-20T03:41:28,device_06,temperature,28.6,°C,0
2024-06-20T04:30:18,device_09,temperature,28.3,°C,0
2024-06-20T06:29:52,device_12,power_draw,136.2,W,1
2024-06-20T07:12:21,device_13,power_draw,72.2,W,0
2024-06-20T07:12:27,device_03,motion,1,boolean,1
2024-06-20T07:30:52,device_07,power_draw,142.3,W,0
2024-06-20T08:45:29,device_03,temperature,18.6,°C,1
2024-06-20T09:53:30,device_09,power_draw,18,W,0
2024-06-20T11:02:30,device_08,motion,0,boolean,0
2024-06-20T11:22:11,device_09,motion,1,boolean,1
2024-06-20T11:45:15,device_13,temperature,24.7,°C,0
2024-06-20T12:53:15,device_01,humidity,72.5,%,1
2024-06-20T13:21:44,device_13,motion,0,boolean,0
2024-06-20T13:39:09,device_12,humidity,84.6,%,0
2024-06-20T14:17:21,device_03,motion,1,boolean,1
2024-06-20T14:54:39,device_01,power_draw,86.8,W,0
2024-06-20T20:20:39,device_03,motion,0,boolean,0
2024-06-20T21:37:51,device_06,power_draw,141.2,W,1
2024-06-20T21:50:18,device_15,temperature,33.8,°C,1
2024-06-20T21:52:40,device_14,power_draw,148.6,W,0
2024-06-20T23:58:20,device_01,power_draw,66.7,W,0
2024-06-21T02:36:09,device_04,motion,0,boolean,0
2024-06-21T02:45:58,device_04,temperature,23.4,°C,0
2024-06-21T02:48:01,device_06,power_draw,65.8,W,0
